Vitányi Analysis                        ;X;       ;   ; ;Analysis \ Analyze Randomness \ Vitányi                     ;                                                            ;                                                            ;                                        ;;7) Modern Cryptanalysis
X^2 (mod N) (PRNG)                      ;X;       ;   ; ;Indiv. Procedures \ Tools \ Generate Random Numbers…        ;                                                            ;                                                            ;                                        ;;5) Random Number Generators
Zip                                     ;X;       ;   ; ;Indiv. Procedures \ Tools \ Compress \ Zip                  ;                                                            ;                                                            ;                                        ;;9) Codings
Achterbahn                              ; ;C\T    ;   ; ;                                                            ;Modern Ciphers \ Symmetric \ Achterbahn <br /> Cryptography ;                                                            ;                                        ;;2) Modern Ciphers
Alphabet Permutator                     ; ;C\T    ;   ; ;                                                            ;Tools \ Data flow \ Alphabet Permutator <br /> Cryptography ;                                                            ;                                        ;;6) Classic Cryptanalysis
Alphabets                               ; ;C      ;   ; ;                                                            ;Tools \ Data input \ output \ Alphabets                     ;                                                            ;                                        ;;6) Classic Cryptanalysis
Avalanche Visualization                 ; ;C\T    ;   ; ;                                                            ;Tools \ Misc \ Avalanche Visualization <br /> Cryptanalysis ;                                                            ;                                        ;;10) Learning Aids and Visualizations
BB84 Key Exchange                       ; ;T\C    ;   ; ;                                                            ;Protocols \ BB84 Key Exchange <br /> Protocols \ BB84 Error ;                                                            ;                                        ;;10) Learning Aids and Visualizations <br \>13) Protocols
BB84 Key Exchange with Eavesdropping Att; ;T      ;   ; ;                                                            ;Protocols \ BB84 Key Exchange with eavesdropping attack     ;                                                            ;                                        ;;10) Learning Aids and Visualizations <br \>13) Protocols
Berlekamp-Massey Algorithm              ; ;C\T    ;   ; ;                                                            ;Cryptanalysis \ Generic \ Berlekamp-Massey Algorithm <br /> ;                                                            ;                                        ;;7) Modern Cryptanalysis
Bit Commitment Scheme                   ; ;C\T    ;   ; ;                                                            ;Protocols \ Bit Commitment Scheme <br /> Mathematics \ ISAP ;                                                            ;                                        ;;7) Modern Cryptanalysis <br \>13) Protocols
BLAKE                                   ; ;C\T    ;   ; ;                                                            ;Hash functions \ BLAKE <br /> Hash Functions \ BLAKE <br /> ;                                                            ;                                        ;;3) Hash and MAC Algorithms
Boolean Function Parser                 ; ;C      ;   ; ;                                                            ;Tools \ Boolean \ Boolean Function Parser                   ;                                                            ;                                        ;;14) Tools
Boolean Operator                        ; ;C\T    ;   ; ;                                                            ;Tools \ Boolean \ Boolean Binary Operator <br /> Mathematics;                                                            ;                                        ;;14) Tools
Clock                                   ; ;C      ;   ; ;                                                            ;Tools \ Data flow \ Clock                                   ;                                                            ;                                        ;;14) Tools
Cost Function                           ; ;C\T    ;   ; ;                                                            ;Cryptanalysis \ Generic \ Cost Function <br /> Cryptanalysis;                                                            ;                                        ;;7) Modern Cryptanalysis
Cramer-Shoup                            ; ;C\T    ;   ; ;                                                            ;Modern Ciphers \ Asymmetric \ Cramer-Shoup <br /> Cryptograp;                                                            ;                                        ;;2) Modern Ciphers
CRC-1/Partiy                            ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-10                                  ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-11                                  ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-12/3GPP                             ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-12/DECT                             ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-14/DARC                             ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-15                                  ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-15/MPT1327                          ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16                                  ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/AUG-CCITT                        ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/BUYPASS                          ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/CCITT-FALSE                      ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/DDS-110                          ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/DECT-R                           ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/DECT-X                           ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/DNP                              ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/EN-13757                         ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/GENIBUS                          ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/IBM-SDLC                         ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/MAXIM                            ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/MCRF4XX                          ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/RIELLO                           ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/T10-DIF                          ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/TELEDISK                         ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/TMS37157                         ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-16/USB                              ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-24/FLEXRAY-A                        ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-24/FLEXRAY-B                        ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-24/OPENPGP                          ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-3/ROHC                              ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-31/PHILIPS                          ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-32                                  ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-32/BZIP2                            ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-32/MPEG-2                           ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-32/POSIX                            ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-32C                                 ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-32D                                 ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-32Q                                 ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-4/ITU                               ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-40/GSM                              ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-5/EPC                               ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-5/ITU                               ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-5/USB                               ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-6/DARC                              ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-6/ITU                               ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-64                                  ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-64/1B                               ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-64/Jones                            ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-64/WE                               ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-7                                   ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-7/ROHC                              ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-8                                   ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-8/CCITT                             ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-8/DARC                              ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-8/EBU                               ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-8/I-CODE                            ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-8/ITU                               ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-8/J1850                             ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-8/MAXIM                             ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-8/ROHC                              ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-8/WCDMA                             ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
CRC-A                                   ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
Cube Attack                             ; ;C\T    ;   ; ;                                                            ;Cryptanalysis \ Specific \ Cube Attack <br /> Cryptanalysis ;                                                            ;                                        ;;7) Modern Cryptanalysis
Cyphermatrix (Experimental Cipher)      ; ;C      ;   ; ;                                                            ;                                                            ;                                                            ;                                        ;;6) Classic Cryptanalysis
Decimalization                          ; ;C\T    ;   ; ;                                                            ;Tools \ Misc \ Decimalization <br /> Mathematics \ Decimaliz;                                                            ;                                        ;;10) Learning Aids and Visualizations
Dictionary Search                       ; ;C\T    ;   ; ;                                                            ;Tools \ Data input \ output \ Dictionary <br /> Cryptanalysi;                                                            ;                                        ;;6) Classic Cryptanalysis
Dining Cryptographers Protocol          ; ;T      ;   ; ;                                                            ;Protocols \ Dining Cryptographers Protocol                  ;                                                            ;                                        ;;10) Learning Aids and Visualizations <br \>13) Protocols
Discrete Logarithm                      ; ;C\T    ;   ; ;                                                            ;Cryptanalysis \ Generic \ Discrete Logarithm <br /> Mathemat;                                                            ;                                        ;;7) Modern Cryptanalysis
Dynamic Group Keying (DGK)              ; ;C      ;   ; ;                                                            ;Modern Ciphers \ Asymmetric \ DGK <br /> Modern Ciphers \ As;                                                            ;                                        ;;2) Modern Ciphers
Enigma Attacker                         ; ;C\T\W  ;   ; ;                                                            ;Cryptanalysis \ Specific \ Enigma <br /> Cryptanalysis \ Cla;                                                            ;                                        ;;6) Classic Cryptanalysis
Fialka                                  ; ;C\T    ;   ; ;                                                            ;Classic Ciphers \ Fialka <br /> Cryptography \ Classical \ F;                                                            ;                                        ;;6) Classic Cryptanalysis
General Number Field Sieve (GNFS)       ; ;C\T    ;   ; ;                                                            ;Cryptanalysis \ Generic \ General Number Field Sieve <br /> ;                                                            ;                                        ;;7) Modern Cryptanalysis
Grain v1                                ; ;C\T    ;   ; ;                                                            ;Modern Ciphers \ Symmetric \ Grain v1 <br /> Cryptography \ ;                                                            ;                                        ;;2) Modern Ciphers
Grøstl                                  ; ;C\T    ;   ; ;                                                            ;Hash functions \ Grøstl <br /> Hash Functions \ Grøstl <br /;                                                            ;                                        ;;3) Hash and MAC Algorithms
Hamming Distance                        ; ;C\T    ;   ; ;                                                            ;Tools \ Misc \ HammingDistance <br /> Hash Functions \ Image;                                                            ;                                        ;;9) Codings
HC128                                   ; ;C\T    ;   ; ;                                                            ;Modern Ciphers \ Symmetric \ HC128 <br /> Cryptography \ Mod;                                                            ;                                        ;;2) Modern Ciphers
Heartbleed analysis                     ; ;W      ;   ; ;                                                            ;Tools \ Heartbleed analysis                                 ;                                                            ;                                        ;;7) Modern Cryptanalysis
HIGHT                                   ; ;C      ;   ; ;                                                            ;Modern Ciphers \ Symmetric \ HIGHT                          ;                                                            ;                                        ;;2) Modern Ciphers
IDP Analyzer                            ; ;C\T    ;   ; ;                                                            ;Cryptanalysis \ Specific \ IDP Analyzer <br /> Cryptanalysis;                                                            ;                                        ;;7) Modern Cryptanalysis
ImageHash                               ; ;C\T    ;   ; ;                                                            ;Hash functions \ ImageHash <br /> Hash Functions \ ImageHash;                                                            ;                                        ;;3) Hash and MAC Algorithms
Insertion Steganography                 ; ;C\T    ;   ; ;                                                            ;Steganography \ Insertion Steganography <br /> Steganography;                                                            ;                                        ;;8) Steganography
JAMCRC                                  ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
Kasiski Test                            ; ;C      ;   ; ;                                                            ;Cryptanalysis \ Generic \ Kasiski Test                      ;                                                            ;                                        ;;6) Classic Cryptanalysis
KERMIT                                  ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
Key Searcher                            ; ;C\T    ;   ; ;                                                            ;Cryptanalysis \ Specific \ Key Searcher <br /> Cryptanalysis;                                                            ;                                        ;;7) Modern Cryptanalysis
Lattice-Based Attacks - RSA             ; ;N      ;   ; ;                                                            ;Crypto tutorials \ Lattice-based cryptography \ Lattice-base;                                                            ;                                        ;;10) Learning Aids and Visualizations
Lattice-Based Cryptosystems - GGH       ; ;N      ;   ; ;                                                            ;Crypto tutorials \ Lattice-based cryptography \ Lattice-base;                                                            ;                                        ;;10) Learning Aids and Visualizations
Lattice-Based Cryptosystems - LWE       ; ;N      ;   ; ;                                                            ;Crypto tutorials \ Lattice-based cryptography \ Lattice-base;                                                            ;                                        ;;10) Learning Aids and Visualizations
Lattice-Based Problems - Closest Vector ; ;N      ;   ; ;                                                            ;Crypto tutorials \ Lattice-based cryptography \ Closest Vect;                                                            ;                                        ;;10) Learning Aids and Visualizations
Lattice-Based Problems - Shortest Vector; ;N      ;   ; ;                                                            ;Crypto tutorials \ Lattice-based cryptography \ Shortest Vec;                                                            ;                                        ;;10) Learning Aids and Visualizations
Lattice-Based Problems - Shortest Vector; ;N      ;   ; ;                                                            ;Crypto tutorials \ Lattice-based cryptography \ Shortest Vec;                                                            ;                                        ;;10) Learning Aids and Visualizations
Least Significant Bit (LSB)             ; ;C\T    ;   ; ;                                                            ;Steganography \ LSB Steganography <br /> Steganography \ Ste;                                                            ;                                        ;;8) Steganography
Lorenz SZ42                             ; ;C      ;   ; ;                                                            ;Classic Ciphers \ Lorenz SZ42                               ;                                                            ;                                        ;;1) Classic Ciphers
M-138                                   ; ;C\T    ;   ; ;                                                            ;Classic Ciphers \ M-138 <br /> Cryptography \ Classical \ M-;                                                            ;                                        ;;1) Classic Ciphers
M-138 Analyzer                          ; ;C\T    ;   ; ;                                                            ;Cryptanalysis \ Specific \ M-138 Analyzer <br /> Cryptanalys;                                                            ;                                        ;;6) Classic Cryptanalysis
M209                                    ; ;C\T    ;   ; ;                                                            ;Classic Ciphers \ M209 <br /> Cryptography \ Classical \ M20;                                                            ;                                        ;;1) Classic Ciphers
MD5 Collisions                          ; ;C\T    ;   ; ;                                                            ;Hash functions \ MD5 Collider <br /> Hash Functions \ MD5 Co;                                                            ;                                        ;;7) Modern Cryptanalysis
Mickey 2                                ; ;C\T    ;   ; ;                                                            ;Modern Ciphers \ Symmetric \ Mickey 2 <br /> Cryptography \ ;                                                            ;                                        ;;2) Modern Ciphers
MODBUS                                  ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
Monoalphabetic Substitution             ; ;C\T    ;   ; ;                                                            ;Cryptanalysis \ Specific \ Monoalphabetic Substitution Analy;                                                            ;                                        ;;6) Classic Cryptanalysis
Network Receiver                        ; ;C      ;   ; ;                                                            ;Tools \ Data input \ output \ Network Receiver              ;                                                            ;                                        ;;10) Learning Aids and Visualizations
Network Sender                          ; ;C      ;   ; ;                                                            ;Tools \ Data input \ output \ Network Sender                ;                                                            ;                                        ;;10) Learning Aids and Visualizations
NLFSR                                   ; ;C\T    ;   ; ;                                                            ;Protocols \ NLFSR <br /> Mathematics \ Non-Linear Feedback S;                                                            ;                                        ;;2) Modern Ciphers
Oblivious Transfer Protocol             ; ;C\T    ;   ; ;                                                            ;Protocols \ Oblivious Transfer 1 <br /> Protocols \ Obliviou;                                                            ;                                        ;;10) Learning Aids and Visualizations <br \>13) Protocols
Padding Oracle                          ; ;C\T    ;   ; ;                                                            ;Tools \ Misc \ Padding Oracle <br /> Cryptanalysis \ Modern ;                                                            ;                                        ;;7) Modern Cryptanalysis
Padding Oracle Attack against AES       ; ;C\T    ;   ; ;                                                            ;Tools \ Misc \ Padding Oracle Attack <br /> Cryptanalysis \ ;                                                            ;                                        ;;7) Modern Cryptanalysis
Padding Oracle Attack against DES       ; ;C\T    ;   ; ;                                                            ;Tools \ Misc \ Padding Oracle Attack <br /> Cryptanalysis \ ;                                                            ;                                        ;;7) Modern Cryptanalysis
Paillier Cryptosystem                   ; ;C\T    ;   ; ;                                                            ;Modern Ciphers \ Asymmetric \ Paillier <br /> Cryptography \;                                                            ;                                        ;;2) Modern Ciphers
Password Store Using Salted SHA-1       ; ;T      ;   ; ;                                                            ;Hash Functions \ Password store using salted SHA-1          ;                                                            ;                                        ;;3) Hash and MAC Algorithms
Password Verification Using Salted SHA-1; ;T      ;   ; ;                                                            ;Hash Functions \ Password verification using salted SHA-1   ;                                                            ;                                        ;;3) Hash and MAC Algorithms
Permutation Steganography               ; ;C\T    ;   ; ;                                                            ;Steganography \ Permutation Steganography <br /> Steganograp;                                                            ;                                        ;;8) Steganography
PKCS#1 Attack (Bleichenbacher) Visualiza; ;N      ;   ; ;                                                            ;Crypto Tutorials \ Attack on PKCS#1 \ Attacks on PKCS#1 \ Bl;                                                            ;                                        ;;10) Learning Aids and Visualizations
PKCS#1 Attack (Kuehn) Visualization     ; ;N      ;   ; ;                                                            ;Crypto Tutorials \ Attack on PKCS#1 \ Attacks on PKCS#1 \ At;                                                            ;                                        ;;10) Learning Aids and Visualizations
PRESENT                                 ; ;C\T    ;   ; ;                                                            ;Modern Ciphers \ Symmetric \ PRESENT <br /> Cryptography \ M;                                                            ;                                        ;;2) Modern Ciphers
PRESENT Visualization                   ; ;C      ;   ; ;                                                            ;Modern Ciphers \ Symmetric \ PRESENT                        ;                                                            ;                                        ;;10) Learning Aids and Visualizations
Prime Distribution                      ; ;N      ;   ; ;                                                            ;Crypto Tutorials \ World of Primes \ Distribution of Primes ;                                                            ;                                        ;;12) Prime numbers
Purple                                  ; ;C\T    ;   ; ;                                                            ;Classic Ciphers \ Purple <br /> Cryptography \ Classical \ P;                                                            ;                                        ;;1) Classic Ciphers
Quadratic Sieve (QS)                    ; ;C\T    ;   ; ;                                                            ;Cryptanalysis \ Generic \ Quadratic Sieve (QS) <br /> Mathem;                                                            ;                                        ;;7) Modern Cryptanalysis
Rabbit                                  ; ;C\T    ;   ; ;                                                            ;Modern Ciphers \ Symmetric \ Rabbit <br /> Cryptography \ Mo;                                                            ;                                        ;;2) Modern Ciphers
Rijndael                                ; ;C\T    ;   ; ;                                                            ;Modern Ciphers \ Symmetric \ AES <br /> Cryptography \ Moder;                                                            ;                                        ;;2) Modern Ciphers
Salsa20                                 ; ;C\T    ;   ; ;                                                            ;Modern Ciphers \ Symmetric \ Salsa20 <br /> Cryptography \ M;                                                            ;                                        ;;2) Modern Ciphers
SAT Solver                              ; ;C\T    ;   ; ;                                                            ;Tools \ Misc \ SAT Solver <br /> Mathematics \ SAT Solver (F;                                                            ;                                        ;;10) Learning Aids and Visualizations
Scytale Analysis                        ; ;T\W    ;   ; ;                                                            ;Cryptanalysis \ Scytale Brute-force Analysis <br /> Start \ ;                                                            ;                                        ;;6) Classic Cryptanalysis
SDES Brute-Force Attack                 ; ;C\T\W  ;   ; ;                                                            ;Cryptanalysis \ Specific \ KeySearcher <br /> Cryptanalysis ;                                                            ;                                        ;;7) Modern Cryptanalysis
SHA-3 (Keccak)                          ; ;C      ;   ; ;                                                            ;Hash functions \ SHA                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
SHA-3 (Keccak) (PRNG)                   ; ;C\T    ;   ; ;                                                            ;Hash functions \ Keccak <br /> Cryptography \ Modern \ Symme;                                                            ;                                        ;;5) Random Number Generators
SHA-3 (Keccak) Streamcipher             ; ;T      ;   ; ;                                                            ;Cryptography \ Modern Ciphers \ Symmetric \ Keccak Streamcip;                                                            ;                                        ;;2) Modern Ciphers
Simplified DES                          ; ;C\T\W  ;   ; ;                                                            ;Modern Ciphers \ Symmetric \ SDES <br /> Cryptanalysis \ Mod;                                                            ;                                        ;;2) Modern Ciphers
Sosemanuk                               ; ;C\T    ;   ; ;                                                            ;Modern Ciphers \ Symmetric \ Sosemanuk <br /> Cryptography \;                                                            ;                                        ;;2) Modern Ciphers
Spanish Strip Cipher                    ; ;C\T    ;   ; ;                                                            ;Classic Ciphers \ Spanish Strip Cipher <br /> Cryptography \;                                                            ;                                        ;;1) Classic Ciphers
Stream Comparison                       ; ;C      ;   ; ;                                                            ;Tools \ Misc \ Stream Comparator                            ;                                                            ;                                        ;;6) Classic Cryptanalysis
String Operations                       ; ;C\T    ;   ; ;                                                            ;Tools \ Misc \ String Operations <br /> Mathematics \ Levens;                                                            ;                                        ;;14) Tools
T-310\50                                ; ;C\T    ;   ; ;                                                            ;Classic Ciphers \ T-310 \ 50 <br /> Cryptography \ Classical;                                                            ;                                        ;;1) Classic Ciphers
TEA                                     ; ;C\T\W  ;   ; ;                                                            ;Modern Ciphers \ Symmetric \ TEA <br /> Cryptography \ Moder;                                                            ;                                        ;;2) Modern Ciphers
Transcriptor Analysis                   ; ;C\T    ;   ; ;                                                            ;Cryptanalysis \ Generic \ Transcriptor <br /> Cryptanalysis ;                                                            ;                                        ;;6) Classic Cryptanalysis
Trivium                                 ; ;C      ;   ; ;                                                            ;Modern Ciphers \ Symmetric \ Trivium                        ;                                                            ;                                        ;;2) Modern Ciphers
Virtual Smartcard                       ; ;C\T    ;   ; ;                                                            ;Protocols \ Smartcard <br /> Protocols \ Communication with ;                                                            ;                                        ;;10) Learning Aids and Visualizations <br \>13) Protocols
Visual Code                             ; ;C\T\W  ;   ; ;                                                            ;Tools \ Misc \ Visual Decoder <br /> Tools \ Misc \ Visual E;                                                            ;                                        ;;9) Codings
Visual Decoder                          ; ;C      ;   ; ;                                                            ;Tools \ Misc \ Visual Decoder                               ;                                                            ;                                        ;;9) Codings
Visual Encoder                          ; ;C      ;   ; ;                                                            ;Tools \ Misc \ Visual Encoder                               ;                                                            ;                                        ;;9) Codings
Watermark Creator                       ; ;C\T    ;   ; ;                                                            ;Steganography \ Watermark Creator <br /> Steganography \ Wat;                                                            ;                                        ;;8) Steganography
WEP Attack                              ; ;C\T    ;   ; ;                                                            ;Protocols \ Attacks on the WEP protocol <br /> Protocols \ W;                                                            ;                                        ;;7) Modern Cryptanalysis
Whirlpool                               ; ;C\T    ;   ; ;                                                            ;Hash Functions \ Whirlpool                                  ;                                                            ;                                        ;;3) Hash and MAC Algorithms
Wired Equivalent Privacy (WEP)          ; ;C\T    ;   ; ;                                                            ;Protocols \ WEP Protocol <br /> Protocols \ WEP Attack      ;                                                            ;                                        ;;2) Modern Ciphers <br \>13) Protocols
Word Pattern Analysis                   ; ;C\T    ;   ; ;                                                            ;Cryptanalysis \ Generic \ Word Patterns <br /> Cryptanalysis;                                                            ;                                        ;;6) Classic Cryptanalysis
XFER                                    ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
XMODEM                                  ; ;C\T    ;   ; ;                                                            ;Hash Functions \ CRC                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
Yao's Millionaire Problem               ; ;C\T    ;   ; ;                                                            ;Protocols \ Yao 1 <br /> Protocols \ Yao 2 <br /> Protocols ;                                                            ;                                        ;;10) Learning Aids and Visualizations <br \>13) Protocols
Zero Knowledge Protocol                 ; ;C\T    ;   ; ;                                                            ;Protocols \ Zero Knowledge Prover <br /> Protocols \ Zero Kn;                                                            ;                                        ;;10) Learning Aids and Visualizations <br \>13) Protocols
