KERMIT                                                                                                                                         ; ;C\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Hash Functions \ CRC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['3) Hash and MAC Algorithms']
Key Searcher                                                                                                                                   ; ;C\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Cryptanalysis \ Specific \ Key Searcher <br /> Cryptanalysis \ Modern \ AES Analysis using Entropy (1) <br /> Cryptanalysis \ Modern \ AES Known-Plaintext Analysis (1) <br /> Cryptanalysis \ Modern \ DES Analysis using Entropy <br /> Cryptanalysis \ Modern \ DES Known-Plaintext Analysis <br /> Cryptanalysis \ Modern \ AES Analysis using Entropy (2) <br /> Cryptanalysis \ Modern \ AES Known-Plaintext Analysis (2) <br /> Cryptanalysis \ Modern \ DES Brute-force Analysis <br /> Cryptanalysis \ Modern \ SDES Brute-force Analysis <br /> Cryptanalysis \ Modern \ Triple DES Brute-force Analysis <br /> Cryptanalysis \ Modern \ SDES Analysis using Entropy <br /> Cryptanalysis \ Modern \ SDES Known-Plaintext Analysis                                                                                                                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['7) Modern Cryptanalysis']
Lattice-Based Attacks - RSA                                                                                                                    ; ;N      ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Crypto tutorials \ Lattice-based cryptography \ Lattice-based cryptanalysis \ RSA (Coppersmith's attack)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['10) Learning Aids and Visualizations']
Lattice-Based Cryptosystems - GGH                                                                                                              ; ;N      ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Crypto tutorials \ Lattice-based cryptography \ Lattice-based cryptography \ GGH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['10) Learning Aids and Visualizations']
Lattice-Based Cryptosystems - LWE                                                                                                              ; ;N      ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Crypto tutorials \ Lattice-based cryptography \ Lattice-based cryptography \ LWE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['10) Learning Aids and Visualizations']
Lattice-Based Problems - Closest Vector Problem (CVP)                                                                                          ; ;N      ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Crypto tutorials \ Lattice-based cryptography \ Closest Vector Problem (CVP) \ Find closest vector                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['10) Learning Aids and Visualizations']
Lattice-Based Problems - Shortest Vector Problem (SVP) - Gauss                                                                                 ; ;N      ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Crypto tutorials \ Lattice-based cryptography \ Shortest Vector Problem (SVP) \ Gauss algorithm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['10) Learning Aids and Visualizations']
Lattice-Based Problems - Shortest Vector Problem (SVP) - LLL                                                                                   ; ;N      ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Crypto tutorials \ Lattice-based cryptography \ Shortest Vector Problem (SVP) \ LLL algorithm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['10) Learning Aids and Visualizations']
Least Significant Bit (LSB)                                                                                                                    ; ;C\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Steganography \ LSB Steganography <br /> Steganography \ Steganography Least Significant Bit Decryption <br /> Steganography \ Steganography Least Significant Bit Encryption <br /> Steganography \ Steganography Least Significant Bit Data Transfer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['8) Steganography']
Lorenz SZ42                                                                                                                                    ; ;C      ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Classic Ciphers \ Lorenz SZ42                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['1) Classic Ciphers']
M-138                                                                                                                                          ; ;C\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Classic Ciphers \ M-138 <br /> Cryptography \ Classical \ M-138                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['1) Classic Ciphers']
M-138 Analyzer                                                                                                                                 ; ;C\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Cryptanalysis \ Specific \ M-138 Analyzer <br /> Cryptanalysis \ Classical \ M-138 Ciphertext only Attack <br /> Cryptanalysis \ Classical \ M-138 Known-Plaintext Attack <br /> Cryptanalysis \ Classical \ M-138 Partially Known-Plaintext Attack                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['6) Classic Cryptanalysis']
M209                                                                                                                                           ; ;C\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Classic Ciphers \ M209 <br /> Cryptography \ Classical \ M209 Cipher Machine <br /> Cryptography \ Classical \ M209 Key Setup                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['1) Classic Ciphers']
MD5 Collisions                                                                                                                                 ; ;C\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Hash functions \ MD5 Collider <br /> Hash Functions \ MD5 Collision Finder                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['7) Modern Cryptanalysis']
Mickey 2                                                                                                                                       ; ;C\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Modern Ciphers \ Symmetric \ Mickey 2 <br /> Cryptography \ Modern \ Symmetric \ Mickey2 Cipher                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['2) Modern Ciphers']
